INFO   08:33:32 : Id:315180533118; 休眠电流:3.00uA; 接收电流:22.58mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:33:47 : Id:315180533670; 休眠电流:3.00uA; 接收电流:22.40mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:34:04 : Id:315180533123; 休眠电流:3.00uA; 接收电流:22.50mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:34:27 : Id:315180533353; 休眠电流:3.00uA; 接收电流:22.51mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:34:47 : Id:315180533379; 休眠电流:3.00uA; 接收电流:22.36mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:35:03 : Id:315180533281; 休眠电流:2.67uA; 接收电流:22.64mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:35:18 : Id:315180533376; 休眠电流:2.67uA; 接收电流:22.39mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:35:34 : Id:315180533061; 休眠电流:3.00uA; 接收电流:22.68mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:35:51 : Id:315180533342; 休眠电流:3.00uA; 接收电流:22.73mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:36:10 : Id:315180533304; 休眠电流:3.00uA; 接收电流:22.69mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:36:29 : Id:315180533722; 休眠电流:3.00uA; 接收电流:22.47mA; 电压:3.36V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:36:47 : Id:315180534009; 休眠电流:3.33uA; 接收电流:22.47mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:37:01 : Id:315180534280; 休眠电流:0.00uA; 接收电流:22.63mA; 电压:0.00V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   08:37:13 : Id:315180534280; 休眠电流:3.67uA; 接收电流:22.64mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:37:28 : Id:315180533934; 休眠电流:3.00uA; 接收电流:22.13mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:37:48 : Id:315180534738; 休眠电流:3.00uA; 接收电流:22.38mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:38:08 : Id:315180534249; 休眠电流:3.67uA; 接收电流:22.65mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
