INFO   08:32:45 : Id:315180540540; 休眠电流:3.00uA; 接收电流:22.35mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:35:49 : Id:315180542232; 休眠电流:3.00uA; 接收电流:22.37mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:36:07 : Id:315180540603; 休眠电流:3.00uA; 接收电流:22.08mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:36:29 : Id:315180540452; 休眠电流:3.00uA; 接收电流:22.50mA; 电压:3.30V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:36:43 : Id:315180541863; 休眠电流:3.00uA; 接收电流:22.72mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:36:58 : Id:315180540477; 休眠电流:3.00uA; 接收电流:22.61mA; 电压:3.31V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:37:12 : Id:315180539437; 休眠电流:3.00uA; 接收电流:22.32mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:37:44 : Id:315180538358; 休眠电流:3.00uA; 接收电流:22.46mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:38:00 : Id:315180537734; 休眠电流:3.33uA; 接收电流:22.34mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:38:14 : Id:315180538321; 休眠电流:3.33uA; 接收电流:22.55mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:38:31 : Id:315180537918; 休眠电流:2.67uA; 接收电流:22.61mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:38:44 : Id:315180538425; 休眠电流:3.00uA; 接收电流:22.37mA; 电压:3.31V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:38:59 : Id:315180538406; 休眠电流:3.33uA; 接收电流:22.59mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:39:19 : Id:315180538497; 休眠电流:3.00uA; 接收电流:22.69mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:39:34 : Id:315180538054; 休眠电流:3.00uA; 接收电流:22.44mA; 电压:3.36V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:39:49 : Id:315180538315; 休眠电流:3.00uA; 接收电流:22.48mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:42:29 : Id:315180538388; 休眠电流:3.00uA; 接收电流:22.43mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:42:45 : Id:315180537528; 休眠电流:3.00uA; 接收电流:22.51mA; 电压:3.36V; 测试结果:成功; 上传结果:失败 上传功能未开启
