INFO   08:35:06 : Id:315180536116; 休眠电流:3.00uA; 接收电流:22.10mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:35:22 : Id:315180535538; 休眠电流:3.00uA; 接收电流:22.08mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:35:38 : Id:315180535886; 休眠电流:3.33uA; 接收电流:22.57mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:35:55 : Id:315180534360; 休眠电流:2.33uA; 接收电流:22.50mA; 电压:3.24V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:36:09 : Id:315180532487; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:0.00V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   08:36:23 : Id:315180532487; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:0.00V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   08:36:48 : Id:315180533481; 休眠电流:3.00uA; 接收电流:22.54mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:37:03 : Id:315180534375; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:0.00V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   08:37:47 : Id:315180533167; 休眠电流:5.00uA; 接收电流:22.52mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:38:08 : Id:315180533109; 休眠电流:5.00uA; 接收电流:22.38mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:38:25 : Id:315180533127; 休眠电流:4.00uA; 接收电流:22.52mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:38:42 : Id:315180532283; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.24V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   08:38:59 : Id:315180534781; 休眠电流:4.00uA; 接收电流:22.61mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:39:16 : Id:315180532983; 休眠电流:4.00uA; 接收电流:22.68mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:39:37 : Id:315180533479; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.43V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   08:39:49 : Id:315180534544; 休眠电流:4.00uA; 接收电流:22.44mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:40:07 : Id:315180534279; 休眠电流:4.00uA; 接收电流:22.72mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:40:22 : Id:315180531925; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.24V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   08:40:54 : Id:315180533051; 休眠电流:3.00uA; 接收电流:22.91mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:41:30 : Id:315180532320; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:3.38V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   08:41:59 : Id:315180534477; 休眠电流:4.33uA; 接收电流:22.28mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:42:15 : Id:315180535713; 休眠电流:3.67uA; 接收电流:22.16mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:42:37 : Id:315180535425; 休眠电流:3.33uA; 接收电流:21.94mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:43:00 : Id:315180534536; 休眠电流:3.67uA; 接收电流:22.77mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:43:18 : Id:315180536094; 休眠电流:4.00uA; 接收电流:22.14mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:43:42 : Id:315180535657; 休眠电流:4.00uA; 接收电流:22.58mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:44:21 : Id:315180536078; 休眠电流:4.00uA; 接收电流:21.87mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:44:37 : Id:315180535820; 休眠电流:3.33uA; 接收电流:22.33mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:44:54 : Id:315180536068; 休眠电流:3.33uA; 接收电流:22.53mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:45:04 : Id:315180536015; 休眠电流:0.00uA; 接收电流:0.00mA; 电压:0.00V; 测试结果:失败; 上传结果:失败 上传功能未开启
INFO   08:45:24 : Id:315180536015; 休眠电流:4.00uA; 接收电流:22.16mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:45:39 : Id:315180535492; 休眠电流:3.00uA; 接收电流:22.07mA; 电压:3.38V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:46:00 : Id:315180536076; 休眠电流:3.33uA; 接收电流:21.90mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:47:25 : Id:315180535528; 休眠电流:3.33uA; 接收电流:21.98mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:47:44 : Id:315180535601; 休眠电流:4.00uA; 接收电流:22.47mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:48:02 : Id:315180535499; 休眠电流:4.00uA; 接收电流:22.13mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:48:18 : Id:315180535910; 休眠电流:3.67uA; 接收电流:22.56mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:48:33 : Id:315180535481; 休眠电流:4.00uA; 接收电流:22.25mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:48:47 : Id:315180535489; 休眠电流:4.00uA; 接收电流:22.14mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:49:06 : Id:315180535523; 休眠电流:4.00uA; 接收电流:21.92mA; 电压:3.33V; 测试结果:成功; 上传结果:失败 上传功能未开启
INFO   08:49:23 : Id:315180535545; 休眠电流:4.00uA; 接收电流:22.17mA; 电压:3.29V; 测试结果:成功; 上传结果:失败 上传功能未开启
